stops_link,distance
99973173_99972788,4.0446
78086_78088,0.3273
56080_56072,0.4994
809_217,3.0941
78200_78198,0.1838
47100_47268,0.3245
99973290_63014,0.2477
99972694_99972850,0.4533
99973123_99973124,0.2942
72002_71030,0.2135
130226_130140,0.3239
72090_73188,0.1468
999772_115003,0.4371
127060_127062,0.2636
96052_96084,0.4613
48196_48084,0.1107
50026_57252,0.8176
98036_99971046,0.2667
99970195_184012,0.3635
107150_107154,0.158
102512_102051,0.1813
84167_84162,0.5943
99971742_153100,0.3169
78516_78122,0.2196
52010_52012,0.2085
97096_97102,0.2356
59010_59012,0.255
153042_153044,0.205
115172_115176,0.09
93198_93018,0.1104
44032_44030,0.2817
105107_105018,0.2104
71344_70201,0.2039
22032_15018,0.2037
21102_21097,0.2424
99970419_99970417,0.4944
92160_99972021,0.3572
9224_10214,0.2824
80348_80350,0.3353
107332_107278,0.3524
68078_68079,0.09
99174_99172,0.1056
10134_101135,0.1475
115048_115016,0.1757
58044_68016,0.1707
122204_122206,0.2391
97124_97126,0.2087
132004_132120,0.253
99970618_54200,0.2443
121092_121094,0.3253
85411_71282,0.2823
730_823,1.9281
140024_140170,0.1348
99970442_99970443,0.426
92096_92098,0.101
39074_39078,0.5054
99973386_99973384,0.2591
99101_99193,0.1241
99973182_139054,0.1945
145096_145098,0.1546
108088_108084,0.2343
99972678_99972679,0.3725
144102_144104,0.263
99972546_99972547,0.6246
46200_46334,0.1345
122296_122298,0.195
99972618_159084,0.1968
191036_191038,0.3749
115084_115122,0.2101
114097_114100,0.125
99973323_128064,0.1859
33018_99971829,0.0784
144056_144058,0.1125
99972469_99971909,0.5693
99972347_42126,1.121
42098_42100,0.2866
111015_111017,0.1732
99972627_99972849,1.1634
154032_154006,0.3457
99971077_99972179,0.2552
99971767_99971768,0.2849
39004_39196,0.443
69234_69236,0.1087
151020_150156,0.221
103022_103024,0.2211
140153_140110,0.244
99972813_99972814,0.3635
78288_78290,0.1282
77404_98086,0.3487
46152_46310,0.212
99972072_99973272,0.2453
70210_70212,0.1192
138350_158350,0.141
103900_103190,0.4641
131129_131030,0.1662
69148_69150,0.1894
69286_69288,0.2139
99973129_99973130,0.3356
73004_99972258,0.1722
56052_56054,0.082
10270_10044,0.242
122050_122052,0.3183
86042_86040,0.1597
72162_1000021,0.0839
150028_150030,0.2235
151138_151130,0.2752
63060_64034,0.4134
48044_48046,0.1372
1000008_133083,0.3918
105212_105214,0.102
47344_99971954,0.4688
165010_165014,0.3081
68344_68346,0.0885
52034_52036,0.0981
192002_193002,0.4667
99970783_99971062,0.2331
55152_48146,0.365
115164_115168,0.095
73016_73020,0.1993
60108_99973407,0.2712
144006_144010,0.3011
121048_121162,0.1611
102012_99971372,2.2561
39062_39060,0.1663
54104_54048,0.1979
125030_99971682,0.8211
55014_48134,0.4562
99332_99334,0.1468
99972404_77264,0.2693
99972655_49002,0.2788
86186_86188,0.1604
99972070_99972210,0.0981
106400_106462,0.1062
27014_27010,0.2582
69074_69076,0.1803
128188_128186,0.5808
99972882_99972886,0.4794
191044_191042,0.3313
153030_153134,0.217
54162_54164,0.284
129168_129169,0.1235
99972538_99972545,0.2522
64018_64020,0.1281
99972109_99969900,0.369
99970137_99972348,0.3064
99972919_99972920,0.3977
71208_71244,0.2572
40050_40086,0.4376
46094_46901,0.696
60352_60290,0.1764
61034_61036,0.3072
192010_183016,0.247
999779_16018,0.2517
138068_138066,0.1718
61172_61174,0.304
99970362_99970364,0.5143
56072_99972017,0.4567
56078_56082,0.1413
79184_79436,0.1854
21062_21058,0.36
819_220,2.6678
107288_107290,0.1127
99972573_99972574,0.4465
158408_158412,0.2268
99973202_77468,0.2423
60283_60046,0.371
53176_53900,0.6397
555300_98020,10.5097
136104_136106,0.2071
99972471_130100,0.2366
85204_85206,0.2233
99972733_99972734,0.349
77360_77362,0.4526
105130_99970991,0.0971
58112_58116,0.1826
133038_133040,0.1441
78498_78494,0.2314
71088_71352,0.2136
64054_64056,0.3618
176006_176010,0.5781
129018_129014,0.2926
99972638_171010,0.4939
99970420_99970422,0.371
193028_99969984,0.3126
99970382_164032,0.1988
153090_153030,0.3007
69170_69322,0.272
46182_46184,0.2023
77494_77184,0.1309
140084_140150,0.433
85078_85076,0.1977
99971221_99971222,0.3809
158252_148096,0.2911
99973398_78030,0.0731
183950_183002,0.3051
99973246_99973242,1.1665
66168_66170,0.1616
140156_99972263,0.1976
190060_190010,0.3639
99972150_99972152,0.2256
86006_86008,0.195
75077_74117,0.2002
10048_99972431,0.3014
64102_64060,0.2528
166208_166206,0.34
130036_130040,0.203
134058_134015,0.4687
158324_158206,0.166
37010_37074,0.5708
99972379_99970090,0.3083
99971198_166206,1.2698
99971076_99972371,0.7001
26029_26030,0.4294
80394_80392,0.311
166207_176116,0.5651
120046_120048,0.2537
99971301_99971302,0.5528
46034_46264,0.7278
999849_99971619,0.135
49038_49040,0.3376
48134_99972436,0.073
99970878_99970879,0.2292
86179_86180,0.2939
101139_101168,0.144
79326_79322,0.177
60124_60352,0.1359
104064_104062,0.133
190016_99972015,0.3795
71086_71084,0.3561
183006_183038,0.7628
145102_145104,0.1771
108076_108070,0.3634
176096_184018,0.4113
98080_98082,0.242
134088_99972469,1.2839
39064_39067,0.204
105176_105178,0.122
99973337_99973338,0.2257
93220_99970994,0.157
55020_55174,0.121
99973344_15056,0.2864
137076_137078,0.238
122005_122060,0.2174
122150_122152,0.1471
48108_48112,0.2061
55204_55206,0.231
70178_70180,0.1811
99972698_99973160,1.0946
106446_106048,0.4211
158260_99972896,0.2333
77186_77188,0.1657
115218_93078,0.3605
121158_99973189,0.1115
78108_78110,0.272
95212_99973403,0.371
58120_58122,0.327
98128_98130,0.2758
97034_97036,0.188
151148_151134,0.6958
99970113_99972470,0.4758
99969951_53036,0.1751
200030_200020,1.7758
120118_120044,0.2699
113092_113094,0.185
159390_159042,0.2644
99973097_99973098,0.6223
64110_64108,0.3836
99971506_125060,0.4003
61040_61208,0.1797
48032_47120,0.2919
150010_99971812,0.1327
93200_93202,0.2698
99972691_99972925,0.5959
145072_145304,0.244
121115_121114,0.1112
53102_53110,0.0814
40216_40038,0.1897
79310_79330,0.2672
99971635_99971636,0.1718
99196_99906,0.0994
93002_102148,0.2796
127024_127028,0.073
107150_107155,0.2871
99972673_99972674,0.18
146292_99971685,0.2483
62110_62226,0.2571
99466_99467,0.0734
99973180_99973082,0.4518
99970136_99970137,0.1771
148046_158356,0.2328
71200_71014,0.1467
99973229_99972692,0.2533
53138_53136,0.0864
110022_110024,0.2728
53031_53034,0.2401
35900_10006,19.4815
80404_80390,0.103
1000029_48034,0.5056
106214_106216,0.1262
53092_53088,0.257
117104_117106,0.114
78306_78308,0.1335
99971826_99971827,0.2774
22066_22068,0.3534
66280_66282,0.1797
99972910_99972911,0.6087
81145_81146,0.167
191088_190062,0.174
159126_159128,0.2417
47168_47170,0.156
176138_176140,0.2719
10006_10004,0.2981
73172_87092,0.4319
53130_53122,0.3439
99971776_99971777,0.207
130054_130214,0.5096
99973384_99973382,0.344
471_486,1.2399
99972294_99973373,0.2637
99973286_99972779,0.3104
200034_200013,0.335
128138_128140,0.1394
57250_67050,0.266
87050_87052,0.2173
69156_69158,0.2047
99518_99465,0.1161
99971509_99972071,0.2533
150050_150022,0.378
130126_130124,0.2607
84386_105302,0.1268
66270_66272,0.5066
107254_107250,0.2568
71198_71192,0.1441
122174_122176,0.081
71062_85062,0.2776
99972340_99972335,0.4039
99284_99294,0.1671
79266_79270,0.22
159250_159252,0.2642
82078_82076,0.1692
129180_130070,0.2075
97036_97038,0.1316
53235_56042,0.3025
99969915_16026,0.2408
69304_69362,0.1034
99972135_27005,0.402
82090_82088,0.0602
108056_108054,0.1074
131014_99972066,0.265
249_399,8.117
145114_145314,0.2831
109024_109020,0.178
77102_77104,0.1334
99969863_74054,0.6811
99970418_99970420,0.3606
96050_96054,0.4487
99972704_99972705,0.7819
123900_99970459,0.5535
85180_85902,0.7382
158198_158200,0.2022
99970623_99970621,0.931
16022_10046,0.6301
106476_106354,0.111
133014_133015,0.2268
97256_99973263,0.1324
113066_113068,0.0874
99972579_99972580,0.5289
126088_126090,0.139
99973125_99973126,0.2875
107154_107155,0.1291
99972746_99972747,0.381
99971797_99970991,0.1036
79098_78026,0.2577
166088_99971773,0.4522
87016_87018,0.09
85066_85900,0.34
99971302_99972277,0.282
99973231_99971844,0.1253
81005_81082,0.1692
165004_165006,0.111
122240_122160,0.1111
105254_99971018,0.1282
84_243,2.8027
99972791_99972789,0.4856
68370_99970792,0.4771
99971937_79362,0.3031
99970551_77166,0.1394
99224_99227,0.2437
164016_164014,0.3011
69196_69198,0.1485
37084_37004,0.2744
40924_40920,0.1647
120044_120120,0.1752
122246_122252,0.2499
70108_70064,0.2554
164002_99973316,0.4127
71070_71068,0.2398
100032_100168,0.144
130040_130042,0.182
99971964_99970343,0.3823
144114_120112,0.1224
149034_999960,0.0678
52096_52182,0.1361
139048_139044,0.2475
72082_72260,0.1691
74125_99969920,0.1845
74112_121023,0.3784
169041_154026,0.3203
124078_114088,0.207
145016_145018,0.2284
37003_37024,0.286
92104_99971077,0.6316
94174_94026,0.1331
99972336_74040,0.2327
98200_77012,0.3264
72064_72049,0.2797
81162_81040,0.2542
99972216_99970368,0.172
99972774_99972775,0.6676
66300_66568,0.2316
99971829_99971832,0.3338
99970998_129284,0.2884
99972322_176064,0.164
152008_99970314,0.1305
134050_134090,1.8107
107236_107234,0.1734
68020_68022,0.0876
158090_158092,0.1199
99973272_99972070,0.093
87008_87010,0.2219
158248_158172,0.168
42102_42081,0.1593
125130_125128,0.0961
87088_87044,0.3132
99972685_99973161,0.8795
44018_52064,0.312
999742_131062,0.3275
82032_82034,0.2027
99972763_99972764,0.7184
99972137_99972058,0.1758
149044_149008,0.1651
99972949_99972948,1.0374
99973289_99973290,0.3214
183014_99971375,0.1611
147012_147056,0.1851
133097_133115,0.3661
99394_122230,0.1344
78338_78340,0.1218
68074_68075,0.2698
106236_106238,0.2211
130062_130064,0.18
999765_82058,0.2581
54170_53148,0.2154
167016_99972476,0.3303
99971798_99971799,0.1602
134018_134020,0.1955
93206_81015,0.1095
99971918_73086,0.8303
99971918_73084,0.4276
86112_86110,0.2151
146092_146094,0.2116
99972406_39198,0.2051
146386_146366,0.0781
62012_62014,0.4785
82020_82010,0.1113
811_812,0.8314
149064_99971851,0.2781
106308_106474,0.1161
15078_15066,0.1887
74032_74264,0.2454
59330_59332,0.5562
99971761_109024,0.1757
815_84,4.8076
52064_52062,0.179
67186_67184,0.1563
99290_99296,0.1368
105188_105190,0.12
74270_99972266,0.2945
99971202_106410,0.202
102210_102022,0.3662
54074_54076,0.2036
49025_49024,0.5462
79322_79318,0.1235
57240_57072,0.3038
122098_122100,0.1298
62104_62222,0.3436
110036_110014,0.5862
83162_83190,0.1126
88042_87034,0.2913
53010_53025,0.4286
99972186_140156,0.2524
122142_122144,0.1724
63004_99973287,0.156
39048_39046,0.1981
99972982_99972983,0.4861
117038_117040,0.2753
70206_70208,0.2253
99972943_99972944,0.3412
99971938_74014,0.2571
60190_60194,0.2464
26026_26029,0.2949
99971281_99972661,0.2553
124050_137008,0.144
122022_122024,0.3372
93238_93220,0.125
84384_84380,0.1121
68075_68076,0.2125
222_820,3.0941
71167_71160,0.1659
99972302_102530,0.1855
106206_106202,0.1297
35900_21098,10.0234
99973001_99973002,0.2394
124093_124076,0.149
99971173_99971174,0.1203
102289_102226,0.2653
99970725_166206,0.6544
103108_102011,0.481
99972990_99972991,0.5995
176036_176038,0.2796
94014_999756,0.239
125094_125036,0.202
10048_99972450,0.0741
108014_108018,0.3272
99971083_98232,1.5022
158370_158366,0.185
77006_77004,0.1222
99971850_77094,0.2002
59328_59330,0.1287
99972268_99970487,0.42
99973360_99973361,0.3681
146350_146408,0.414
99970622_165038,0.9447
61026_61028,0.1995
85145_85140,0.2036
104070_104064,0.2901
176106_176108,0.2921
85270_85272,0.1678
99972820_99972821,0.8412
99970413_183018,0.5431
63086_63088,0.1043
120066_120116,0.2309
99972593_99973237,0.1919
99973068_99973069,0.2072
122116_122117,0.163
121012_121014,0.131
117118_117120,0.2071
99972173_99971805,0.211
68030_68032,0.1782
999879_134084,0.3012
53330_53332,0.1514
72278_72010,0.5529
99971250_190060,0.1307
99972559_99972567,0.7639
41014_41012,0.3213
130088_130090,0.2052
55052_55054,0.4742
21042_21074,0.5263
95019_95021,0.4822
99972629_130058,0.2872
107098_86570,0.1481
9020_9016,0.1774
130117_99971291,0.1659
66162_66164,0.1025
999860_999861,0.241
99972611_99972612,0.1628
109042_99971761,0.1731
107104_107102,0.182
42076_99972329,0.1858
99220_99222,0.1639
106334_106466,0.5068
109034_109032,0.1627
115080_99972192,0.3164
108064_108060,0.1786
106180_99972169,0.131
126097_126136,0.191
125040_125042,0.1038
106016_106018,0.128
99973004_99973005,0.2941
176074_176076,0.398
98186_98190,0.0914
103191_103193,0.1093
106162_106164,0.1951
98096_98098,0.2361
97274_97215,0.1761
96036_96090,0.0859
149003_99972383,0.0863
98164_98162,0.2203
98212_97142,0.2172
77430_97256,0.3202
115182_115178,0.212
166074_166078,0.3138
102554_102110,0.6822
83118_83150,0.2
99972879_99972878,0.3964
39060_39144,0.2908
53110_53112,0.3157
99970374_47116,1.5554
66604_66342,0.1034
77266_77268,0.1651
99972916_99972917,1.1846
99971950_99971951,0.112
86216_86218,0.2334
127066_127068,0.213
81023_81017,0.147
68342_68344,0.1679
99972893_99972894,0.3689
99217_99512,0.0884
49007_49004,0.2803
99970732_145326,0.115
57009_57016,0.1301
99973002_99973003,0.1721
99972578_99972579,0.2673
99971821_99971822,0.3943
147044_147046,0.228
1000005_72162,0.1347
113154_113156,0.109
105252_105574,0.2536
122396_122398,0.1241
67290_57242,0.4367
73176_73156,0.2347
57108_99973373,0.2596
46044_46046,0.1973
99972758_99972759,0.4192
98130_98132,0.1571
131060_99971181,0.2561
99973292_99973293,0.1606
48118_48114,0.2402
15040_15042,0.3979
84198_84901,0.4092
99971220_99971288,0.5461
148014_158422,0.175
175002_175006,0.595
99972636_99972637,0.4167
131048_131046,0.1964
99971359_99970975,0.419
99326_99328,0.1256
99970379_99972291,1.7316
53114_53108,0.1274
53262_54148,0.2609
85424_85420,0.3082
47300_47186,0.5671
77168_66556,0.0793
99973133_99973121,0.5796
114204_99972147,0.061
101046_101044,0.1392
99971795_105158,0.1401
117110_117112,0.1641
58042_58044,0.1479
132024_132028,0.2946
114006_113092,0.289
79900_79004,0.3686
122380_122372,0.2465
106224_106226,0.1041
55202_48054,0.5137
167006_167008,0.2164
95078_95100,0.4226
146240_146354,0.4647
140170_140100,0.2309
55084_99970583,0.5851
94028_94030,0.074
183002_183004,0.172
121120_121118,0.3462
72040_72042,0.1806
99973165_99971154,0.5226
66074_66072,0.2159
60011_60368,0.2003
82018_82019,0.1314
130002_130032,0.2638
73057_73006,0.2519
99972115_99970502,0.1808
191038_190004,0.341
145318_145324,0.15
79004_79176,0.2302
132006_132106,0.2892
106032_106350,0.2881
35900_33016,5.356
197110_200100,0.8824
99971297_99971376,0.2301
100022_100114,0.119
99973046_99973047,0.3275
102262_102150,0.284
107028_107324,0.2091
100137_101069,0.2031
97230_97232,0.1191
109032_109026,0.2139
66222_66224,0.1628
139054_138106,0.1276
151144_151138,0.2539
86024_86064,0.1436
80290_80292,0.0899
58081_68052,0.2599
73092_99973219,0.2539
131094_99969954,0.3777
48152_47292,0.2254
77530_77532,0.1197
166168_166166,0.13
71344_71172,0.1371
108052_99971172,0.1923
111038_99972176,0.3323
99973033_99973034,0.6274
14030_14032,0.4496
158116_158118,0.3286
165078_999844,0.3069
158318_158320,0.2351
71246_71248,0.2046
58060_58064,0.2016
99970502_134040,0.2838
37068_37062,0.7051
42056_42057,0.4165
80406_68276,0.5289
102274_99971353,0.3074
99973158_99973206,0.8331
85086_85090,0.14
37060_37102,0.2845
67061_67063,0.2706
47326_47127,0.0808
99971933_66016,0.7548
106280_106282,0.2722
99972743_99972744,0.3406
77286_77288,0.1708
41002_41152,0.2119
79440_79442,0.2799
99973322_184010,0.1701
99172_99288,0.2631
78392_66404,0.2372
106108_106110,0.319
137072_99970882,0.2501
70220_70222,0.1178
44042_44038,0.3803
78323_78314,0.2171
99971573_99971314,0.168
39102_39052,0.2736
21124_21960,0.3072
99970779_102051,0.8685
99973345_99971993,0.2342
99972609_99972610,0.7273
145322_145310,0.179
105422_105424,0.145
110018_110020,0.178
85280_84902,0.4288
132052_132054,0.305
102546_102056,0.4118
66330_66596,0.1606
140008_140168,0.3262
85366_85368,0.128
78078_78080,0.1563
70154_70156,0.1417
158026_158076,0.149
149022_149024,0.1841
125048_99971507,0.4282
104014_105210,0.145
147042_147044,0.1801
99972145_999867,0.4602
99971660_99972239,0.2082
99972906_99972907,0.319
99972584_99973181,0.346
122320_122387,0.1652
47152_47293,0.1968
85216_85218,0.1711
144008_99969960,0.2823
190010_190012,0.2281
67158_67160,0.3094
129012_129016,0.1683
73072_73074,0.2356
62038_62040,0.1999
122144_122146,0.0494
37003_37007,0.6502
60126_60128,0.1434
78068_99217,0.1286
82130_82132,0.2412
176156_176082,0.156
99972421_77124,0.5769
58102_57108,0.4132
98505_98900,0.4516
117127_117129,0.139
47150_46328,0.197
138005_125040,0.1096
99972353_99970466,0.6066
66320_66322,0.1399
72042_72044,0.2486
106274_106272,0.231
99972547_99972548,0.4859
37006_37084,0.1424
96102_96040,0.193
191030_191032,0.2996
72052_72053,0.4346
60270_61105,0.4797
81142_69356,0.1662
70201_71013,0.1923
85380_85382,0.1607
55140_55138,0.3057
21960_21029,0.2361
153120_153122,0.1667
66282_66284,0.1089
71212_99969878,0.3698
130162_130164,0.318
73146_73150,0.3321
41074_41128,0.4254
57008_57022,0.6073
82008_81136,0.1235
107070_107066,0.1479
99971951_99971952,0.1541
42070_99970556,0.3581
68264_68266,0.2945
99972177_55200,0.1673
99970439_99970440,0.4605
130092_130094,0.1433
52020_52022,0.2596
99972325_106366,0.239
146228_146230,0.3861
191086_191009,0.6729
99971333_99971364,0.5436
63018_63020,0.208
63036_63038,0.1101
125122_125120,0.1211
99970101_99970102,0.3205
191011_191013,0.2317
159024_99970818,0.3201
109038_109028,0.4195
125212_125216,0.2434
139034_139038,0.1097
139038_139042,0.1352
175020_175018,0.7569
99970851_99970852,0.1673
97032_97034,0.1744
72036_72038,0.1391
176100_176102,0.1757
127014_127012,0.314
99971039_159334,0.4806
145326_145002,0.3704
85152_85024,0.2719
176226_176078,0.254
166186_166182,0.3201
99971958_66432,0.0791
99970979_99971156,0.7433
80240_81092,0.133
99972036_191058,0.8844
86224_86082,0.4171
146012_146026,0.198
68302_68304,0.239
105162_105164,0.1624
108126_108128,0.2192
66172_66590,0.071
99973317_99972401,0.6519
98146_98148,0.1753
80306_80308,0.188
99970019_99973201,0.2649
77004_77002,0.1913
99972257_99972256,0.146
99973083_99973084,0.2853
99972642_99971922,0.3361
79262_79264,0.184
78232_78126,0.2602
121021_74112,0.1646
99972252_158008,0.2215
99972722_99972724,0.3359
99971391_99972438,0.2666
108170_108024,0.112
10176_10274,0.4237
74042_74044,0.2336
15072_16010,0.1204
79188_79186,0.1398
53308_53310,0.1396
136016_136124,0.2301
78278_78280,0.081
69031_69032,0.1347
39024_39126,0.2563
99973106_99973107,0.3133
175024_175022,0.3905
122369_99972309,0.139
98156_98158,0.2464
41009_41074,0.5056
84179_84172,0.2638
85436_85432,0.1269
99972731_99972627,0.6387
83066_83076,0.1854
99970484_99970486,0.3381
148016_158178,0.1951
56088_56095,0.1214
99972790_99972791,0.7033
79134_79352,0.1788
176058_176220,0.205
72004_72278,0.2299
121128_121126,0.283
99972662_99972687,0.5483
117024_117026,0.2808
150036_99972044,0.1051
39090_39092,0.1134
128092_128094,0.1789
99971141_99971142,0.271
176018_99972142,0.3326
99973328_71244,0.2424
42182_42122,0.1746
99972026_61186,0.2692
137032_137028,0.103
96044_96088,0.4728
99972430_99973355,0.5443
99972335_129050,0.201
94070_94074,0.1811
86142_86144,0.2251
71282_71284,0.3126
175022_175020,0.314
85124_85126,0.4201
99972911_99972904,0.4636
85246_85248,0.2732
47108_47106,0.3131
107256_107254,0.0605
99972682_99972683,0.3765
99971910_99971601,1.2018
109044_109007,0.3241
126014_126016,0.1266
99973161_99972686,1.1102
59373_59376,0.253
136134_136132,0.1931
99972364_99972906,0.411
123016_123900,0.4274
99972588_99972589,0.4397
158166_158244,0.3222
