stops_link,distance
99971387_139004,0.1033
56021_56018,0.3175
60050_99970624,0.2904
99973126_152024,0.6703
118052_118050,0.6051
92068_92066,0.113
176002_176004,0.6031
99973396_99973395,0.2769
97120_97122,0.2167
99972900_99972901,0.3246
57014_57212,0.2484
106136_106324,0.259
136014_136012,0.2745
128048_128060,0.1567
176062_99972322,0.155
61072_61074,0.2157
99972941_99973349,0.6602
62020_63002,0.2286
105186_105188,0.2971
56060_56056,0.3176
151056_151058,0.218
130104_130106,0.1182
1000028_37108,0.1482
99972775_99972776,0.5368
53254_53256,0.2312
999549_249,3.6974
113082_113084,0.1584
134112_134092,0.9132
99972849_99972596,0.8668
99285_99282,0.164
77027_77029,0.2128
99972976_99972898,0.2571
98192_98198,0.2299
131036_130104,0.1961
93001_102270,0.3845
176092_176094,0.0613
78520_78522,0.1585
127032_127034,0.1413
46234_46236,0.112
80336_80338,0.1502
67176_67174,0.113
99972493_99972494,0.3399
99971687_99970428,0.1396
130188_130189,0.1161
123142_122326,0.153
99972365_999805,0.4726
99972961_99972962,0.1971
122258_122260,0.1895
79012_79554,0.2643
78476_78486,0.3277
47216_47218,0.2704
99973073_99973165,0.1815
164028_164030,0.1462
137022_137024,0.1426
85004_99973364,0.1895
101026_100030,0.1612
105455_105452,0.156
138010_149045,0.1988
67236_67010,0.7415
136050_136052,0.155
82026_82028,0.281
87040_87042,0.1874
124074_124092,0.168
99972793_99972794,2.3297
113108_113110,0.099
123024_123018,0.1642
122172_122174,0.1802
112_133,0.9685
70204_70144,0.3613
102180_93250,0.301
99260_99268,0.2273
80286_80288,0.24
122104_122106,0.0742
99972854_99973226,0.5004
97200_98206,0.3676
46273_47192,0.114
108128_108164,0.181
99973255_99973256,0.4799
72246_72248,0.3853
127022_127021,0.2509
99970999_129254,0.3421
99971785_106308,0.1571
176157_176156,0.119
42108_42106,0.6822
63052_63054,0.1447
85088_85082,0.284
59078_59380,0.1708
117106_117108,0.122
69202_69204,0.0855
86560_86066,0.3442
85336_85003,0.3159
99972377_99971635,0.3563
20028_21084,0.4514
71114_71116,0.1687
82016_81124,0.1385
999895_129958,0.2751
40017_40914,0.2611
134038_99971961,0.0792
99970059_191084,0.4511
133099_134001,0.2978
42082_42024,1.0648
48068_48070,0.1716
85528_85531,0.1814
14018_14020,0.2607
184062_176098,0.33
99972482_99972484,0.2359
470_796,0.6308
59380_59072,0.1338
60136_60292,0.1725
184076_99973322,0.3464
103032_103034,0.2337
147050_158102,0.116
99970789_146040,0.1962
99971140_99970454,0.3762
176068_176224,0.249
104056_104060,0.1586
269_485,2.6023
122342_122340,0.086
159336_159382,0.2733
99972962_99972964,0.2534
83160_83166,0.0814
999958_99972368,0.196
55022_55024,0.231
99971363_99972361,0.3722
99970234_99970195,0.12
147056_147050,0.1472
131030_131032,0.3068
77176_77178,0.1001
132048_132050,0.3421
60354_61020,0.2165
99971296_99971297,0.3702
99970111_99970113,1.0967
48028_48144,0.8032
85527_85528,0.2326
99971771_190010,0.3021
99970097_69320,0.3509
68042_68044,0.2286
102051_99970659,0.2155
99972376_93180,0.254
85266_85268,0.147
121080_121082,0.145
120034_120035,0.2042
63094_63064,0.2511
114079_114098,0.203
99973160_99972699,0.906
127046_127050,0.409
149035_149072,0.1619
72228_72230,0.1988
72068_72276,0.2318
78212_78204,0.088
108032_108161,0.3293
99970333_99970078,1.1185
102070_102236,0.2036
66406_66316,0.1594
99972792_99972793,1.4373
80171_80173,0.128
146332_999958,0.2719
82042_82044,0.2519
99970912_99970913,0.1528
153020_130084,0.377
113077_113080,0.1013
190064_191048,0.3441
158200_158202,0.2081
53052_53320,0.2255
71122_71124,0.6261
70218_70220,0.1904
41006_41007,0.2882
60026_60032,0.3463
59766_59316,0.2591
121172_121192,0.3005
99970676_40017,0.391
129122_129124,0.3735
138014_138016,0.2061
99972521_99972522,0.5337
99970409_99970410,0.11
123204_136140,0.2815
151008_140088,0.2786
117120_117121,0.5011
145056_145058,0.1724
120084_120086,0.2859
53014_53267,0.1791
99971920_99972642,0.1063
72110_72112,0.2099
94012_94016,0.1721
158374_158370,0.1211
99908_99176,0.3543
99972595_99972601,0.8124
84132_84134,0.2686
66272_66276,0.3358
99971320_99971392,0.2679
127062_126102,0.094
63024_63025,0.2389
99972061_40208,0.2861
67200_68220,0.1881
175012_183018,0.4574
73170_73074,0.4856
99972344_78284,1.3024
42058_42050,0.1771
176176_176174,0.1352
99973263_99972315,0.1215
128094_99973148,0.3261
82019_82009,0.1092
99970403_99970404,0.2301
21079_21010,0.3023
93023_93041,0.2011
99972237_131154,0.2043
99971300_99971301,0.3891
97090_97092,0.1371
79024_79022,0.2544
99971319_99971320,0.2383
133142_133095,0.2824
121082_121084,0.351
99971961_134098,0.4194
92148_92142,0.113
182028_182029,0.5547
99242_99524,0.0742
32014_32016,0.1446
153046_154002,0.3731
123124_99970450,0.3621
99971287_99971221,0.5879
99971776_107012,0.142
158378_158392,0.3611
83190_83161,0.1194
47128_47130,0.246
82036_82038,0.2228
99972669_99972670,0.2862
99970659_102152,0.3922
131076_131078,0.1869
41126_41063,0.2392
105075_105076,0.204
99971852_999819,0.4491
777100_37030,0.0645
64112_64118,0.401
137082_137052,1.0243
41158_41034,0.2459
221_222,3.3116
77318_77320,0.2413
39096_39098,0.2393
124070_124074,0.224
176038_176040,0.2815
99971855_99971857,0.3555
64062_64064,0.3116
55048_55052,0.381
183032_175024,0.4252
154020_130156,0.2578
106282_106284,0.107
77126_77318,0.1429
61050_61052,0.4033
46900_46180,0.7351
67148_67149,0.1931
86140_86142,0.1735
52066_51068,0.2854
121054_121058,0.1805
68001_99972304,0.1751
158418_158410,0.2394
130064_99972471,0.2532
122346_122344,0.249
99971240_99972634,0.2376
46308_99972108,0.2976
98124_98126,0.193
105410_105412,0.141
99973118_99973119,0.246
77298_77302,0.2611
146320_146050,0.2286
99972881_99972980,0.9683
66196_66192,0.3578
999947_99972460,0.4213
99970437_99970438,0.3787
26020_26022,0.137
54132_54134,0.1907
47336_47208,0.2489
149011_149003,0.085
86198_87081,0.4587
115040_115206,0.139
126136_126134,0.136
133052_133111,0.2235
71328_72206,0.1931
99972851_99972663,0.5748
48076_48075,0.2064
62076_62230,0.2937
99970530_99970531,0.3562
106390_106394,0.1333
66316_66320,0.4228
145048_145022,0.147
71022_71024,0.173
60062_60060,0.6243
176152_99971997,0.9268
41108_41110,0.1335
147068_99972313,0.175
72010_72012,0.2937
38002_99972337,0.1872
39040_44032,0.1983
62056_62069,0.2681
99970204_99971373,0.3096
10040_100138,0.2553
102274_102534,0.4452
191090_197100,0.8244
99972914_99972915,0.5159
99971903_99971905,0.3645
122216_122218,0.1181
61066_61068,0.1433
114146_114142,0.147
116106_99969952,0.1602
114142_114138,0.123
99300_99238,0.3352
99970328_99970111,0.8059
10250_10252,0.2962
158002_158004,0.1573
86169_86133,0.3449
128110_128194,0.0693
103138_102282,0.1354
77029_77031,0.263
71158_71162,0.3621
36040_36038,0.206
117116_117118,0.142
99973029_99973022,0.6362
99970981_99970979,0.2149
53082_53078,0.2174
99972243_99970470,0.3095
60158_60160,0.2096
99972460_1000022,1.2478
60142_60144,0.0935
56008_56012,0.398
138090_125236,0.0817
77008_77006,0.1904
99971995_86202,0.3339
67128_67130,0.11
99971571_150010,0.4551
148068_148070,0.2691
191042_182038,0.3961
126076_126078,0.157
99972506_99972507,0.2744
66416_99970509,0.4206
99972897_99972976,0.2335
999902_122372,0.2331
72112_72114,0.45
40298_40916,0.3032
46050_46052,0.3417
159246_159250,0.2163
138020_99971387,0.1909
99972232_99972230,0.5007
106102_106104,0.2721
42110_42108,0.2996
62040_72062,0.3271
47180_99973396,0.5726
71150_71154,0.213
129126_129206,0.2834
10172_99970985,0.2764
106240_106242,0.2351
32038_32036,0.1473
107302_99972073,0.1097
158303_158190,0.148
78116_78238,0.2655
81900_81038,0.2711
79218_99971879,0.6294
106366_106148,0.335
176128_176132,0.4001
96092_118012,0.8232
121019_64088,0.1971
37014_37008,0.5047
158246_158248,0.1792
87038_87040,0.2372
102270_99972102,0.3177
115154_115156,0.13
99971318_184040,0.3018
108164_108100,0.2374
134056_134058,0.245
47298_47344,0.0887
71146_71144,0.1594
62226_62112,0.1983
10272_10010,0.7848
99972002_73090,0.2506
89006_88012,0.251
99970380_99970183,0.1706
128194_128112,0.1038
158384_158252,0.1843
95901_999965,0.4139
148082_148068,0.144
98126_98128,0.2079
99972125_101165,0.0721
40926_40932,0.5757
99972997_99972998,0.2541
77392_77394,0.2056
26084_26040,0.1165
99971599_99971908,1.2696
97170_97250,0.2633
79094_79098,0.1922
47082_47084,0.3034
99972067_77170,0.5141
106152_106154,0.174
99972670_99972671,0.41
166901_99972464,0.3967
42052_42054,0.1338
92102_92104,0.2041
78208_78210,0.1005
52154_52156,0.1986
84902_85282,0.189
118014_96044,0.2647
57010_57062,0.3595
63078_63080,0.3136
66400_66172,0.1335
85068_85539,0.122
59230_59234,0.4142
77124_77126,0.209
94032_94033,0.112
47142_47144,0.1808
15028_15068,0.2113
158422_158309,0.058
98144_98146,0.2256
72220_72222,0.1304
95014_95015,0.135
84154_84151,0.4633
140098_140100,0.2287
132118_133002,0.312
130128_130126,0.1939
151058_151040,0.3226
166096_166090,0.4208
99971366_99972031,0.267
61182_61192,0.3718
105120_105122,0.1061
130156_130158,0.181
200012_200032,0.1465
77090_77091,0.1398
60166_60208,0.1855
117007_117006,0.17
77262_99972404,0.3176
94026_94028,0.211
99970107_99970108,0.135
99970475_99970473,0.3442
99971897_99971903,1.1358
62084_72098,0.3545
56012_63018,0.351
54114_54250,0.2762
60252_53010,0.2635
131090_131092,0.2611
122117_122118,0.197
126018_126036,0.1333
99972339_99972341,0.2305
99972716_99972718,0.3289
105126_105161,0.1402
52178_52048,0.6169
99973035_99973036,0.4772
77454_77494,0.1493
159274_159276,0.2072
138006_139050,0.3521
107160_107162,0.173
62067_62062,0.3065
99972955_99972956,0.4489
86208_99971201,0.4073
117102_117104,0.104
78236_77060,0.2097
47125_47326,0.3352
99972747_99972748,0.3341
144040_144042,0.1472
146370_146258,0.068
999874_999877,0.2795
99972049_99970333,0.8349
99972058_46308,0.55
101448_101134,0.163
99972992_99972993,0.4214
51069_52058,0.2219
86900_86012,0.5572
102534_102148,0.1429
182006_182029,0.6305
98024_98178,0.4605
51066_52026,0.1747
99973370_84178,0.3152
800_232,3.2674
99972358_184090,0.381
100152_100160,0.194
105420_105422,0.129
125126_125124,0.1605
99972798_99972799,0.7189
69028_69029,0.1946
109018_109016,0.2982
97016_97014,0.1437
84394_84396,0.186
20046_20044,0.3371
99971780_99971782,0.4541
128196_128188,0.1292
125066_125067,0.3011
999840_158060,0.147
136110_136134,0.3491
73126_73128,0.4292
99973343_99971817,0.1746
176012_176014,0.1501
70072_70074,0.204
115146_115144,0.113
99970410_166148,0.2797
150154_150164,0.3494
62007_62010,0.6086
99972728_99972729,0.4032
21054_21056,0.3946
93078_115024,0.185
118002_119002,0.1496
69300_69302,0.1557
99972367_147072,0.1314
42025_42027,0.5792
67180_67176,0.373
99970173_99970098,0.2104
99972331_166900,1.4988
106252_106398,0.2009
79194_79064,0.2031
138038_138040,0.1493
86192_86194,0.3151
105242_105244,0.196
107240_107330,0.1877
121050_121051,0.2572
99973148_99973147,0.379
63054_63056,0.1941
99972841_99972882,0.6478
60356_60100,0.197
99972739_99972740,0.4392
133044_133038,0.3418
47080_47082,0.2574
166206_166901,1.2374
166206_166900,0.9443
72252_72050,0.2102
197130_200002,0.8629
107066_107060,0.1614
107044_107048,0.1301
69238_70178,0.574
99971857_99973374,0.1845
127014_127064,0.3934
78258_78260,0.1175
159016_159018,0.23
103190_103191,0.1595
99972427_133136,0.635
113006_113008,0.14
99970423_99970421,0.4067
47228_47230,0.4503
99972788_99972787,0.6544
44045_44042,0.2779
48126_48127,0.1899
36090_36092,0.3346
99971257_165056,0.2405
78270_78272,0.1491
84372_999957,0.1875
85383_85385,0.1822
59023_59024,0.3338
86078_87064,0.1705
99971021_999847,0.3101
83196_95098,0.2365
99972920_99972921,0.5023
99970471_99972253,0.4101
37008_37082,0.3307
86108_86118,0.2896
105076_105512,0.1141
99973157_151142,0.6347
86048_86050,0.2153
106468_129192,0.2763
98020_555300,9.3352
99972387_72120,0.2182
78082_78084,0.1201
99972596_99972601,0.7598
99971262_99972473,0.2301
46186_47204,0.245
66402_66180,0.1812
99972371_92080,0.132
99972525_99972526,0.393
113174_113006,0.11
146268_145096,0.1781
127068_127070,0.122
92144_92146,0.098
47114_47116,0.6274
72214_72216,0.2995
125067_125068,0.0968
123152_123154,0.104
122198_122200,0.304
60113_60114,0.1496
99972197_99970346,0.4312
60228_99970153,0.1622
200014_200016,0.2275
129258_129260,0.077
113042_113044,0.2711
97014_97136,0.239
82118_82040,0.182
87064_87070,0.2065
66278_66280,0.2359
60042_53076,0.3362
146516_146124,0.163
140078_140008,0.1991
78350_78352,0.3274
48092_48090,0.1471
97068_97070,0.1897
68256_68257,0.2262
108046_108047,0.2234
99972010_93025,0.2581
114092_114074,0.133
124098_124084,0.1131
78018_78020,0.193
78122_66142,0.1629
59326_59328,0.0853
184048_184050,0.3067
130096_130098,0.212
99068_99070,0.1854
99972318_77388,0.1348
46201_46200,0.3446
125074_99970330,0.2078
66192_77062,0.2338
114900_99971737,0.4432
132018_109018,0.2064
117022_117020,0.1801
134010_99972116,0.4377
85902_99973239,1.1143
99360_99362,0.1025
85522_86120,0.1431
84146_84167,0.4284
105240_105242,0.1151
149060_99971349,0.3546
130086_130200,0.2594
134022_99972199,0.229
136002_123024,0.2703
148006_148026,0.1113
99971209_99971342,0.5852
85458_85332,0.4657
99972297_182036,0.1838
90024_82026,0.185
39117_39194,0.2473
99973111_99973195,0.9626
83161_83138,0.1586
126080_126082,0.1171
394_244,8.124
97262_97264,0.131
99970976_99971359,0.2966
59256_59250,0.1774
48120_48126,0.1901
52156_52158,0.1822
99972193_71198,0.2118
99077_78016,0.1741
146110_146112,0.1831
41106_41100,0.1846
165050_165052,0.3429
97066_97241,0.077
99972517_99972524,0.5608
136901_136114,0.5239
99973058_99973059,0.4209
124054_124052,0.196
21080_21082,0.3241
158390_158138,0.137
105160_105162,0.149
149004_99970839,0.1465
190052_190004,0.6239
184070_184004,0.2593
10212_10148,0.7626
52068_52066,0.0925
10008_35900,20.0666
47110_99973265,0.4413
149055_149064,0.3052
99971059_99971060,0.4314
125236_138092,0.118
37080_37023,0.0801
115144_99970808,0.167
99973236_99972598,0.2281
99972509_99972511,0.6004
99280_99916,0.108
78292_78294,0.0856
99971517_66082,0.0563
107076_107078,0.1946
57050_57240,0.2999
70170_70036,0.0959
99970443_99970444,0.3589
46010_46020,0.2254
99973021_99971571,0.4354
99972074_106270,0.1561
85212_85214,0.2936
107022_99971780,0.5722
77231_77232,0.124
67132_67134,0.2135
105210_105212,0.138
99970408_99970409,0.151
59376_59326,0.2319
80288_80290,0.091
99972626_99972577,0.4089
99971508_77384,0.1987
70236_70108,0.4991
99971380_62034,0.7128
99971268_184092,0.2237
82048_83036,0.164
78262_78264,0.1252
60350_60122,0.0672
117114_117116,0.125
61101_61010,0.2418
137016_137018,0.16
999809_136901,0.5092
99972737_99972845,0.2524
146398_146108,0.1363
99973079_99972879,0.5657
114054_114056,0.127
60031_60360,0.2588
153028_99971975,0.2486
110004_110006,0.4253
146308_146520,0.3659
99972281_99971917,0.9682
15090_15080,0.38
101460_101110,0.1237
99208_99212,0.1774
72002_71028,0.6778
184086_184082,0.302
100052_100054,0.1475
81152_82015,0.1143
15020_22030,0.2132
86123_86020,0.1817
99972263_140096,0.097
99970381_164024,0.2256
122040_122042,0.2705
129230_129226,0.1389
71184_71186,0.1651
99972701_99972930,0.3617
49018_99970196,0.0626
99972968_99973220,0.3426
83113_83114,0.0942
99971819_99973343,0.3565
83_814,4.8072
183016_183014,0.6048
145314_136901,6.9131
99971586_139014,0.1337
86004_86006,0.2669
176166_176164,0.1387
149033_149035,0.403
99973357_153019,0.2095
57086_66220,0.2476
73142_63030,0.2555
99972815_99972816,0.7852
86070_86072,0.0996
78158_78028,0.141
62050_62049,0.2852
99972688_99972851,0.3069
146352_146266,0.0739
52008_52010,0.1419
99972784_99972783,0.8043
99970805_101166,0.2113
99972863_99972859,0.7311
63070_63072,0.2792
99972700_99972680,1.3951
85428_85424,0.1131
99970550_99970548,0.3674
53176_53031,0.9672
124058_124008,0.278
130196_130134,0.4882
153122_153031,0.273
99971914_99971915,0.2578
81092_81090,0.148
99972495_99972496,0.3704
108112_107268,0.1081
191020_99970059,0.2233
124052_137082,0.7351
137074_137076,0.2261
86184_86186,0.1687
99971763_133087,0.4313
70278_70280,0.2578
99970433_99970434,0.1548
66598_66614,0.2215
70018_70020,0.228
99971156_99971259,0.2972
71094_71096,0.171
176220_176198,0.175
86104_73080,1.7142
122288_122290,0.1094
67134_67136,0.2434
83086_83088,0.1748
46901_47123,0.9392
99973262_107326,0.1051
86100_86102,0.1656
99972862_99973379,0.3005
375_815,3.3949
48112_48116,0.2205
99973023_99973024,0.2982
102518_102512,0.1574
81142_68050,0.3345
107136_107138,0.083
99972902_99972903,0.5505
99972041_129060,0.3254
99076_98012,0.3625
99972303_69325,0.129
67076_67080,0.383
99971530_128169,0.4686
71116_71118,0.2351
53028_60068,0.389
106248_106250,0.2001
99972287_71328,0.3031
57078_57026,0.2502
99971336_99971337,0.4907
79002_79009,0.1362
105214_105216,0.123
99971770_99971771,0.4228
67292_67170,0.1401
101133_100004,0.531
85364_85468,0.194
87072_87068,0.1776
104013_117022,0.159
99971168_146330,0.3035
84190_84194,0.1651
113102_113104,0.1306
54184_54186,0.2858
72208_72210,0.1862
146300_146296,0.2722
129260_129262,0.2129
83042_83045,0.25
122312_123144,0.1501
110014_110032,0.2791
108008_108140,0.1642
99972310_99971223,0.2558
87032_88002,0.3246
107234_86116,0.2067
99973063_99973064,0.4517
99971316_99971317,0.3411
99973145_99971808,0.1868
159044_159046,0.1541
122398_122312,0.151
999957_95063,0.5622
107176_106228,0.1681
54166_54168,0.2716
151100_99970028,0.2352
99972616_99972617,0.2076
99972283_57244,0.7522
105370_105372,0.1059
120248_120038,0.0981
191091_190021,0.3855
53148_53146,0.3012
59224_59220,0.3807
153010_153012,0.4804
70296_70298,0.2587
21951_21128,1.1202
54176_54178,0.205
130168_130169,0.4361
99972153_99972151,0.1989
55090_55204,0.1697
138102_138076,0.2524
66288_66293,0.3782
47206_40256,0.2581
53108_53104,0.2845
126040_126018,0.1974
47208_47210,0.372
159308_159309,0.213
15080_15072,0.3498
77368_77369,0.4191
98132_98134,0.1933
99972076_99972075,0.1922
103097_103094,0.159
58126_99971976,0.5998
193008_193030,0.1017
57072_57074,0.1803
77538_97114,0.1264
820_821,1.4081
62071_55040,0.4142
54174_54516,0.2553
99972772_99972773,0.6282
71018_71334,0.0999
78360_78362,0.136
78497_78064,0.1623
75073_75006,0.3172
999751_94174,0.2641
99972508_99972509,0.2741
97114_97118,0.2939
59076_59084,0.2885
159272_159274,0.1814
999985_999772,0.1301
60012_60011,0.288
146286_146288,0.4484
78526_78528,0.2013
87022_87090,0.3529
68340_80386,0.208
35129_35031,0.3
59901_59352,0.6559
73030_72100,0.2106
99475_99400,0.2285
99971382_99970369,0.293
125002_125003,0.231
69154_69360,0.1192
97097_97098,0.129
26052_27008,0.183
99972615_99972616,0.1534
200026_197030,1.0137
153090_153028,0.115
37040_37042,0.1553
99973212_190016,0.1326
72160_72164,0.1372
70276_70278,0.257
146082_146084,0.1375
37021_37009,0.4667
136010_136006,0.1697
159004_159006,0.2586
70148_70150,0.2166
99970082_99970083,0.5543
166104_166100,0.094
145090_145088,0.3356
99970132_99971396,0.209
74264_74034,0.2465
47106_47100,0.2722
107304_106440,0.4029
138010_138012,0.167
999850_999851,0.2123
146900_146300,0.3344
74088_99971938,0.6477
102109_101092,0.3918
99973025_99973026,0.3596
70078_70032,0.321
99973130_99973131,0.3755
58078_58079,0.2944
138040_137014,0.2438
126128_126092,0.09
146084_146086,0.1506
78170_78182,0.1652
99064_99066,0.1894
83045_83150,0.205
54511_54512,0.0961
72030_99972372,0.2871
182036_182032,0.3525
79448_79900,0.2546
14024_140192,0.3811
176180_176176,0.2765
146256_146342,0.7333
69288_69290,0.1031
59084_58014,0.1366
36006_36098,0.1716
99973310_99971388,0.2313
99973070_99973179,0.404
16020_999780,0.1387
86060_86058,0.1815
60068_60358,0.0797
97224_97230,0.1923
58020_58022,0.2719
99972965_99972963,0.2047
47214_47338,0.1768
105194_105196,0.144
146248_146246,0.3553
78312_78313,0.1471
105264_772066,0.1692
22028_22032,0.2097
165079_165081,0.1709
44062_44064,0.3533
99971827_99971973,0.2251
147078_148002,0.4212
134114_134018,0.1293
21064_21062,0.3316
99972661_38012,0.6255
105386_105390,0.2146
99970412_99970414,0.2441
130090_99972629,0.4184
37005_37026,0.8615
99971223_99971224,0.419
63050_63052,0.2294
71156_71152,0.2653
53328_53330,0.1481
80392_80249,0.15
47312_48144,0.2136
40900_40130,0.3702
73066_73068,0.3608
99054_99056,0.225
99973213_121090,0.2847
41037_99971627,0.3086
85214_85450,0.1886
99973008_99972568,0.4154
116042_99973146,0.2148
106238_106212,0.1352
85272_85274,0.1994
107267_107266,0.1412
99972553_99972555,0.5085
137042_137041,0.231
99972926_99972491,0.3445
108054_87072,0.2085
107292_108118,0.1658
106296_99972448,0.464
99969956_99970247,0.0747
99972472_99971261,0.2455
77250_77254,0.7339
105158_105160,0.1947
99971904_99971895,0.2431
46046_46048,0.1606
99971834_40910,0.6773
125070_138006,0.2449
99971774_99971776,0.2801
115024_102054,0.4793
154008_154024,0.352
78362_99206,0.1331
99971638_131174,0.2489
99973066_99973067,0.2444
159340_159342,0.2716
64116_64096,0.3946
37028_31002,0.2202
182010_182014,0.7813
47122_48028,0.362
50018_99970318,0.3464
87900_87048,1.4825
72050_72052,0.3302
106246_106248,0.2232
105040_105042,0.1531
81083_81003,0.134
77540_77392,0.1424
144100_144102,0.2615
37018_37014,0.3405
134020_99972117,0.2936
99970847_99970848,0.251
130214_99973404,0.3627
59352_59218,0.3914
107274_107276,0.2397
98116_98118,0.117
99973249_9031,0.6176
81132_82020,0.1384
88078_88007,0.5031
82080_99973390,0.3061
33017_27002,0.3875
190021_191088,0.5854
153112_153114,0.134
106396_106392,0.1954
57252_57038,0.2085
99972224_78232,0.1451
96084_99973255,0.546
35132_35038,0.4257
99972034_99972232,0.3338
49016_49030,0.296
66286_66248,0.1313
165075_165079,0.208
77478_99972414,0.3452
66612_66608,0.6075
73020_73022,0.1581
37024_37080,0.387
48170_48162,0.4183
120030_120032,0.2223
52092_52096,0.3022
86180_86184,0.2777
106370_106402,0.197
53079_99970150,0.4767
72260_72084,0.3928
77522_77450,0.1497
109026_99971760,0.1929
99972481_99972482,0.3053
96052_96092,0.5434
115006_115080,0.2371
73156_73016,0.2703
77484_77486,0.1092
77322_77323,0.1633
61192_61184,0.3907
78304_78306,0.083
99972683_99972673,0.423
153007_153009,0.3636
165055_165057,0.1421
64014_64016,0.1968
129293_99971240,0.2888
99971218_99972311,0.3184
99973397_99971073,0.2827
166900_99972401,0.8208
99972724_99972725,0.2189
54156_54158,0.148
59232_59228,0.6252
99973314_99973319,0.2028
58124_58126,0.414
99972265_74060,0.1179
71004_71006,0.2402
45104_45106,0.2956
122350_122328,0.243
122250_122248,0.1316
121146_121144,0.185
102051_99972302,0.1359
204_824,0.3224
99972572_99972573,0.4018
48122_48118,0.3823
99971996_53252,0.2861
158182_158184,0.2203
99972757_99972758,0.7288
14020_14022,0.5369
99973358_99973359,0.3408
99972170_99972171,0.2536
54250_54116,0.1983
99973242_99973244,0.622
106054_106056,0.219
66016_66066,0.2925
115174_115170,0.12
129182_129186,0.2421
106422_106420,0.1251
97202_97200,0.1233
99971371_99971307,0.2696
99972053_99972048,0.3319
99972515_99972516,0.4354
59371_59340,0.2013
80408_80404,0.2521
99972613_99971610,0.1249
61190_61040,0.2683
67140_67142,0.432
48150_48032,0.2715
96008_96063,0.7067
99972987_99972988,0.2623
105471_105038,0.1191
73090_73092,0.5725
48142_48154,0.2066
66096_66094,0.1572
114112_114106,0.1436
61062_61064,0.3912
193004_193006,0.1496
56004_56006,0.0735
46022_99972109,0.1398
158354_158352,0.2342
99971993_10248,0.4452
99970849_114146,0.249
104436_106434,0.2883
99973059_99973060,0.2753
122326_122354,0.1271
191072_191020,0.2094
100142_10040,0.0841
54168_54170,0.1383
132010_132012,0.3391
128034_128036,0.1266
94004_94006,0.1471
106310_106312,0.2501
100012_100014,0.121
99972934_99972935,0.6069
97228_97226,0.1438
107091_107092,0.2093
99969914_999982,0.3487
106166_106168,0.269
102053_115002,0.14
10270_10054,0.3465
85102_85198,0.1668
21010_21009,0.236
79516_79172,0.2378
99972242_56080,0.6216
78352_78354,0.1613
131166_131084,0.3793
67055_67057,0.3218
98071_98070,0.1871
58116_58118,0.188
44058_44062,0.2617
153118_153120,0.1581
99971001_122368,0.2486
94006_94008,0.1
99972380_50026,0.3643
85134_85158,0.4724
10004_99971992,0.5212
176164_176162,0.2043
62116_62056,0.1024
117098_117100,0.136
131136_131076,0.1217
149024_149026,0.1821
54096_54522,0.1706
10146_10186,0.3913
99973124_99973125,0.2288
144030_144032,0.153
122132_122136,0.4519
99971783_99971781,0.4511
77178_77180,0.1733
62044_62046,0.2281
151058_99971560,0.318
59364_59224,0.383
106312_106316,0.3107
99972229_99973164,0.3878
99971260_99972035,0.2527
83144_83146,0.1739
32020_32022,0.3312
99972710_99973208,0.7242
99973072_158384,0.8063
122248_122242,0.2132
54218_54084,0.302
47137_47139,0.3041
99972057_99972136,0.1969
130182_130117,0.4661
70166_70168,0.3109
10046_10044,0.3058
64118_64116,0.3847
71008_71010,0.1537
144014_144018,0.2351
131022_131024,0.2124
106156_106414,0.258
85244_85246,0.2541
113048_113050,0.1251
77272_99972385,0.2552
99973052_99973053,0.654
37023_37020,0.3318
99972581_99972995,0.6846
61200_61206,0.194
99973402_85422,0.2893
97084_97086,0.1862
85252_86108,0.1974
120052_120054,0.1938
80130_80132,0.1001
191032_191034,0.2304
164030_144116,0.2636
39018_40017,0.5555
99970875_99970876,0.1163
99970902_158156,0.2012
158172_147054,0.1882
72046_72048,0.2864
78308_79444,0.2072
100043_100042,0.159
999984_116084,0.4052
96054_96060,0.3996
63016_62022,0.2315
21950_35900,11.9828
190058_99970074,0.3702
92064_79190,0.194
62018_62020,0.3148
98098_98240,0.4116
70298_70300,0.1156
79008_79010,0.2843
94074_94075,0.125
99972634_99972635,0.216
99972040_99972041,0.3655
98032_98034,0.181
108136_131088,0.2761
99264_99266,0.2437
41024_41170,0.0638
129294_129005,0.361
62012_62016,0.6378
86076_86068,0.259
10220_10222,0.3024
121142_121139,0.4576
44010_44014,0.2648
99971060_99971061,0.4266
98198_99534,0.3652
193014_193016,0.1167
99972881_99972885,0.4218
93004_93006,0.1254
99973139_99973140,0.6371
73050_73052,0.2656
99970099_99970100,0.2331
86220_86578,0.5815
122192_122330,0.0945
14004_14009,0.3942
20040_20042,0.2195
99970414_99970635,0.6464
149072_99971859,0.2388
999877_133042,0.2808
99971685_146192,0.3308
106076_106078,0.1841
134005_133050,0.1496
122122_122414,0.229
79028_79001,0.1921
66578_66422,0.1534
99971825_99971972,0.2487
63012_63014,0.5227
99972715_99972716,0.3762
100134_100130,0.1457
106204_106210,0.2268
88102_88034,0.3772
999823_99972139,0.1716
60052_60056,0.2125
77194_99970629,0.1454
67147_67146,0.3372
62054_62116,0.3408
81015_81152,0.2377
153098_153118,0.3369
148054_148028,0.4092
94008_94010,0.173
149047_99971860,0.3232
153032_153033,0.4183
71252_71350,0.1544
105074_99972120,0.9064
99971037_159344,0.2093
